time_chanNI9264_1,ER_N2_06_state,ER_GO2_03_state,Accel_state
1.7764685523364227e+18,0.0,0.0,0.0
1.77646855234334e+18,0.0,0.0,0.0
1.7764685523503342e+18,0.0,0.0,0.0
1.776468552357221e+18,0.0,0.0,0.0
1.7764685523650924e+18,0.0,0.0,0.0
1.7764685523719951e+18,0.0,0.0,0.0
1.7764685523789962e+18,0.0,0.0,0.0
1.776468552385914e+18,0.0,0.0,0.0
1.7764685523928594e+18,0.0,0.0,0.0
1.7764685523997972e+18,0.0,0.0,0.0
1.7764685524066982e+18,0.0,0.0,0.0
1.7764685524135962e+18,0.0,0.0,0.0
1.7764685524208266e+18,0.0,0.0,0.0
1.7764685524286374e+18,0.0,0.0,0.0
1.7764685524355607e+18,0.0,0.0,0.0
1.7764685524424765e+18,0.0,0.0,0.0
1.7764685524493594e+18,0.0,0.0,0.0
1.7764685524562102e+18,0.0,0.0,0.0
1.7764685524651374e+18,0.0,0.0,0.0
1.7764685524721628e+18,0.0,0.0,0.0
1.7764685524790769e+18,0.0,0.0,0.0
1.7764685524860564e+18,0.0,0.0,0.0
1.776468552492971e+18,0.0,0.0,0.0
1.7764685524998835e+18,0.0,0.0,0.0
1.776468552506833e+18,0.0,0.0,0.0
1.7764685525137436e+18,0.0,0.0,0.0
1.7764685525207368e+18,0.0,0.0,0.0
1.7764685525281068e+18,0.0,0.0,0.0
1.7764685525351255e+18,0.0,0.0,0.0
1.7764685525420762e+18,0.0,0.0,0.0
1.7764685525490268e+18,0.0,0.0,0.0
1.7764685525559304e+18,0.0,0.0,0.0
1.7764685525655951e+18,0.0,0.0,0.0
1.7764685525725453e+18,0.0,0.0,0.0
1.7764685525794609e+18,0.0,0.0,0.0
1.7764685525863757e+18,0.0,0.0,0.0
1.776468552593463e+18,0.0,0.0,0.0
1.7764685526004e+18,0.0,0.0,0.0
1.776468552607281e+18,0.0,0.0,0.0
1.7764685526142339e+18,0.0,0.0,0.0
1.7764685526217324e+18,0.0,0.0,0.0
1.7764685526286956e+18,0.0,0.0,0.0
1.7764685526362396e+18,0.0,0.0,0.0
1.7764685526431616e+18,0.0,0.0,0.0
1.7764685526502618e+18,0.0,0.0,0.0
1.7764685526571822e+18,0.0,0.0,0.0
1.7764685526651182e+18,0.0,0.0,0.0
1.7764685526720463e+18,0.0,0.0,0.0
1.7764685526789837e+18,0.0,0.0,0.0
1.7764685526859953e+18,0.0,0.0,0.0
1.776468552692924e+18,0.0,0.0,0.0
1.7764685526998984e+18,0.0,0.0,0.0
1.776468552706827e+18,0.0,0.0,0.0
1.776468552713777e+18,0.0,0.0,0.0
1.7764685527206963e+18,0.0,0.0,0.0
1.7764685527284357e+18,0.0,0.0,0.0
1.7764685527354094e+18,0.0,0.0,0.0
1.7764685527423757e+18,0.0,0.0,0.0
1.7764685527493102e+18,0.0,0.0,0.0
1.7764685527562312e+18,0.0,0.0,0.0
1.7764685527651715e+18,0.0,0.0,0.0
1.7764685527721234e+18,0.0,0.0,0.0
1.7764685527790482e+18,0.0,0.0,0.0
1.77646855278597e+18,0.0,0.0,0.0
1.7764685527931594e+18,0.0,0.0,0.0
1.7764685528004086e+18,0.0,0.0,0.0
1.776468552807902e+18,0.0,0.0,0.0
1.776468552814814e+18,0.0,0.0,0.0
1.7764685528219156e+18,0.0,0.0,0.0
1.7764685528289062e+18,0.0,0.0,0.0
1.776468552835855e+18,0.0,0.0,0.0
1.7764685528429181e+18,0.0,0.0,0.0
1.776468552849832e+18,0.0,0.0,0.0
1.776468552856712e+18,0.0,0.0,0.0
1.7764685528647043e+18,0.0,0.0,0.0
1.7764685528716116e+18,0.0,0.0,0.0
1.7764685528786102e+18,0.0,0.0,0.0
1.7764685528861302e+18,0.0,0.0,0.0
1.7764685528930929e+18,0.0,0.0,0.0
1.776468552900061e+18,0.0,0.0,0.0
1.776468552906967e+18,0.0,0.0,0.0
1.7764685529138294e+18,0.0,0.0,0.0
1.7764685529207875e+18,0.0,0.0,0.0
1.7764685529278118e+18,0.0,0.0,0.0
1.776468552934758e+18,0.0,0.0,0.0
1.7764685529416835e+18,0.0,0.0,0.0
1.7764685529486093e+18,0.0,0.0,0.0
1.776468552955693e+18,0.0,0.0,0.0
1.776468552966982e+18,0.0,0.0,0.0
1.7764685529739113e+18,0.0,0.0,0.0
1.7764685529808463e+18,0.0,0.0,0.0
1.7764685529878065e+18,0.0,0.0,0.0
1.77646855299473e+18,0.0,0.0,0.0
1.7764685530016397e+18,0.0,0.0,0.0
1.7764685530085844e+18,0.0,0.0,0.0
1.7764685530155113e+18,0.0,0.0,0.0
1.776468553022448e+18,0.0,0.0,0.0
1.7764685530296988e+18,0.0,0.0,0.0
1.7764685530366195e+18,0.0,0.0,0.0
1.7764685530435604e+18,0.0,0.0,0.0
1.7764685530504932e+18,0.0,0.0,0.0
1.776468553057377e+18,0.0,0.0,0.0
1.7764685530665843e+18,0.0,0.0,0.0
1.7764685530735939e+18,0.0,0.0,0.0
1.7764685530805107e+18,0.0,0.0,0.0
1.776468553087463e+18,0.0,0.0,0.0
1.776468553094402e+18,0.0,0.0,0.0
1.7764685531013174e+18,0.0,0.0,0.0
1.7764685531082332e+18,0.0,0.0,0.0
1.776468553115233e+18,0.0,0.0,0.0
1.7764685531223127e+18,0.0,0.0,0.0
