time_chanNI9203_2,PT_N2_12_2,PT_N2_08,PT_LO2_07,PT_N2_15,PT_N2_16,PT_N2_17,PT_FU_01_2,PT_GO2_05
1.7764685523312003e+18,-0.03317371755838394,-2.9318928718566895,-0.058608654886484146,-0.005776893813163042,0.006861918605864048,0.022328244522213936,0.19591787457466125,-6.188531398773193
1.7764685523322002e+18,0.15118621289730072,-42.89872741699219,0.002884593792259693,-0.005776893813163042,0.0007120874943211675,-0.0022838313598185778,0.03186137601733208,-10.217395782470703
1.7764685523332001e+18,0.1819128692150116,18.07631492614746,-0.027862031012773514,0.012668775394558907,0.04376090690493584,0.0038691875524818897,-0.17320924997329712,-1.2062721252441406
1.7764685523342e+18,-0.12535369396209717,24.63497543334961,0.1873643398284912,0.0003716624923981726,0.0007120874943211675,-0.033048924058675766,-0.1321951299905777,4.360326290130615
1.7764685523352e+18,-0.06390037387609482,23.097789764404297,0.002884593792259693,0.0003716624923981726,0.0007120874943211675,0.016175225377082825,0.0728754997253418,-0.06834865361452103
1.7764685523362e+18,0.05900625139474869,-38.49212646484375,-0.027862031012773514,-0.011925449594855309,0.006861918605864048,-0.008436850272119045,-0.09118100255727768,11.741451263427734
1.7764685523371999e+18,-0.03317371755838394,28.324220657348633,0.06437784433364868,0.01881733164191246,0.03761107474565506,0.022328244522213936,0.0728754997253418,-7.880039215087891
1.7764685523381998e+18,0.24336618185043335,26.274639129638672,-0.027862031012773514,0.024965887889266014,0.01301174983382225,-0.020742887631058693,-0.05016687512397766,8.35843563079834
1.7764685523391997e+18,0.21263952553272247,15.924254417419434,-0.058608654886484146,0.012668775394558907,0.049910739064216614,0.016175225377082825,-0.1321951299905777,-0.40665021538734436
1.7764685523401997e+18,-0.06390037387609482,-3.341809034347534,0.002884593792259693,0.0065202186815440655,0.025311412289738655,0.022328244522213936,0.11388962715864182,-0.28363147377967834
1.7764685523411996e+18,0.05900625139474869,-1.7021440267562866,-0.027862031012773514,0.0003716624923981726,0.01301174983382225,0.03463428094983101,0.23693199455738068,-6.2500410079956055
1.7764685523421996e+18,0.21263952553272247,-20.96820831298828,0.1873643398284912,0.0003716624923981726,0.0007120874943211675,-0.033048924058675766,-0.17320924997329712,-2.897779941558838
