time_chanNI9203_1,PT_FU_02,PT_N2_05,PT_GO2_04_1,PT_N2_19,PT_FU_01_1,PT_LO2_05,PT_N2_06,PT_GO2_03_1
1.7764678594781394e+18,0.025392938405275345,-31.720613479614258,-0.06325190514326096,-0.013784755952656269,-0.0909702479839325,-0.03469931334257126,-0.045565467327833176,0.08323480933904648
1.7764678594791393e+18,-2.5593159198760986,-15.308213233947754,-0.06325190514326096,-0.019936200231313705,-0.21400925517082214,0.3037682771682739,-0.16870778799057007,-0.10127362608909607
1.7764678594801393e+18,-1.482353925704956,-17.77007293701172,0.09063731133937836,-0.026087643578648567,-0.17299625277519226,0.24222871661186218,-0.045565467327833176,-0.13202503323554993
1.7764678594811392e+18,-3.5131967067718506,-31.92576789855957,-0.03247406333684921,-0.0014818687923252583,0.07308174669742584,0.08837981522083282,-0.16870778799057007,-0.13202503323554993
1.776467859482139e+18,-1.6362056732177734,12.490289688110352,0.059859469532966614,-0.0014818687923252583,-0.21400925517082214,0.14991937577724457,-0.10713662207126617,0.11398621648550034
1.7764678594831388e+18,0.4561777412891388,11.46451473236084,0.15219299495220184,-0.013784755952656269,-0.04995724931359291,0.14991937577724457,-0.10713662207126617,-0.19352784752845764
1.7764678594841388e+18,-2.1900718212127686,-19.61646842956543,-0.06325190514326096,-0.03223908692598343,0.1961207538843155,-0.25008776783943176,-0.10713662207126617,0.1447376310825348
1.7764678594851387e+18,-3.943981409072876,16.695966720581055,-0.06325190514326096,-0.0014818687923252583,-0.04995724931359291,0.026840249076485634,-0.10713662207126617,0.05248340591788292
1.7764678594861386e+18,-1.6977462768554688,-10.692225456237793,0.059859469532966614,-0.013784755952656269,-0.0909702479839325,-0.096238873898983,-0.10713662207126617,-0.009019406512379646
1.7764678594871386e+18,-3.020871162414551,-14.282438278198242,-0.06325190514326096,-0.03839053213596344,-0.17299625277519226,0.24222871661186218,-0.045565467327833176,-0.19352784752845764
1.7764678594881385e+18,-2.8362491130828857,-13.461817741394043,-0.18636327981948853,0.004669575020670891,0.07308174669742584,-0.12700866162776947,-0.10713662207126617,-0.009019406512379646
1.7764678594891384e+18,-0.6207842826843262,-46.18404006958008,-0.0940297469496727,-0.019936200231313705,-0.04995724931359291,-0.096238873898983,0.016005687415599823,-0.009019406512379646
1.7764678594901384e+18,-8.43645191192627,-17.667495727539062,-0.18636327981948853,-0.026087643578648567,0.11409474909305573,0.026840249076485634,-0.10713662207126617,-0.16277644038200378
1.7764678594911383e+18,-3.0516414642333984,-6.589125633239746,-0.15558543801307678,-0.026087643578648567,0.23713375627994537,-0.1885482221841812,-0.10713662207126617,0.2062404304742813
1.7764678594921382e+18,-2.528545618057251,11.567091941833496,-0.06325190514326096,-0.007633312605321407,-0.008944249711930752,0.057610031217336655,-0.10713662207126617,-0.07052221894264221
1.7764678594931382e+18,-2.897789716720581,-32.951541900634766,-0.06325190514326096,-0.019936200231313705,-0.0909702479839325,-0.06546909362077713,-0.10713662207126617,-0.009019406512379646
1.776467859494138e+18,-3.267033815383911,-5.46077299118042,-0.12480759620666504,-0.026087643578648567,-0.21400925517082214,0.27299851179122925,-0.10713662207126617,-0.10127362608909607
1.776467859495138e+18,1.1946660280227661,16.388235092163086,0.02908162586390972,-0.007633312605321407,0.07308174669742584,0.057610031217336655,0.016005687415599823,-0.07052221894264221
1.776467859496138e+18,-1.728516697883606,-0.22932063043117523,-0.18636327981948853,-0.03223908692598343,0.23713375627994537,-0.25008776783943176,-0.045565467327833176,0.17548903822898865
1.7764678594971377e+18,-2.897789716720581,-13.359240531921387,-0.12480759620666504,-0.026087643578648567,-0.008944249711930752,0.36530783772468567,0.016005687415599823,-0.13202503323554993
1.7764678594981376e+18,-3.1439523696899414,30.543930053710938,0.1214151531457901,0.010821018368005753,-0.17299625277519226,-0.06546909362077713,-0.045565467327833176,0.08323480933904648
1.7764678594991375e+18,-2.4670050144195557,-23.719568252563477,-0.12480759620666504,0.023123906925320625,-0.0909702479839325,-0.06546909362077713,-0.10713662207126617,0.05248340591788292
1.7764678595001375e+18,-3.6978187561035156,10.746471405029297,-0.0940297469496727,-0.007633312605321407,-0.0909702479839325,-0.003929531201720238,-0.10713662207126617,-0.039770811796188354
1.7764678595011374e+18,-1.297731876373291,-23.30925750732422,-0.12480759620666504,0.010821018368005753,-0.04995724931359291,0.057610031217336655,-0.10713662207126617,0.08323480933904648
1.7764678595021373e+18,0.17924465239048004,-12.02573299407959,-0.03247406333684921,-0.026087643578648567,0.1551077514886856,-0.25008776783943176,-0.10713662207126617,0.17548903822898865
1.7764678595031373e+18,-0.06691809743642807,-24.335033416748047,-0.03247406333684921,-0.019936200231313705,-0.0909702479839325,-0.003929531201720238,-0.045565467327833176,-0.13202503323554993
1.7764678595041372e+18,-4.128603458404541,-0.1267431229352951,-0.03247406333684921,-0.007633312605321407,-0.0909702479839325,-0.03469931334257126,-0.10713662207126617,0.11398621648550034
1.7764678595051372e+18,-6.46714973449707,5.822751998901367,-0.0940297469496727,-0.007633312605321407,-0.13198325037956238,-0.03469931334257126,-0.10713662207126617,-0.07052221894264221
1.776467859506137e+18,-7.267178535461426,13.721219062805176,-0.0940297469496727,-0.0014818687923252583,-0.008944249711930752,-0.003929531201720238,-0.10713662207126617,0.05248340591788292
1.776467859507137e+18,-6.559460639953613,26.3382511138916,-0.12480759620666504,0.004669575020670891,0.1551077514886856,0.18068915605545044,-0.10713662207126617,-0.13202503323554993
1.776467859508137e+18,-3.205493211746216,8.694921493530273,-0.03247406333684921,-0.0014818687923252583,0.07308174669742584,0.057610031217336655,-0.10713662207126617,0.05248340591788292
1.776467859509137e+18,-0.8361766934394836,26.74856185913086,-0.0016962187364697456,0.023123906925320625,0.1551077514886856,0.18068915605545044,-0.10713662207126617,0.1447376310825348
1.7764678595101368e+18,-5.7902021408081055,7.25883674621582,-0.06325190514326096,-0.007633312605321407,-0.008944249711930752,0.1191495954990387,0.016005687415599823,0.08323480933904648
1.7764678595111368e+18,-1.913138747215271,-22.283483505249023,0.1214151531457901,-0.007633312605321407,-0.13198325037956238,-0.12700866162776947,-0.045565467327833176,-0.07052221894264221
1.7764678595121364e+18,-2.7747082710266113,21.311954498291016,-0.15558543801307678,-0.013784755952656269,-0.008944249711930752,0.18068915605545044,-0.045565467327833176,-0.009019406512379646
1.7764678595131364e+18,-2.990100860595703,-12.230888366699219,-0.247918963432312,-0.03223908692598343,-0.21400925517082214,-0.1885482221841812,-0.10713662207126617,-0.13202503323554993
