time_chanNI9205_3,PT_H2_03,PT_LO2_03,PT_LO2_04,PT_TI_01,PT_GG_01,PT_FU_04,Accel_AI
1.7764678594780687e+18,4.2985429763793945,0.364208847284317,0.42985430359840393,7.650572299957275,9.525467872619629,8.5736083984375,0.41265034675598145
1.7764678594790687e+18,4.2985429763793945,0.33138614892959595,0.42985430359840393,7.650572299957275,9.722403526306152,8.606431007385254,0.47833430767059326
1.7764678594800686e+18,3.97031569480896,0.33138614892959595,0.364208847284317,7.749040603637695,9.459821701049805,8.507963180541992,0.41265034675598145
1.7764678594810685e+18,4.954997539520264,0.2985634207725525,0.33138614892959595,8.668076515197754,9.62393569946289,8.540785789489746,0.41265034675598145
1.7764678594820685e+18,4.954997539520264,0.33138614892959595,0.2985634207725525,7.978799819946289,9.394176483154297,8.475140571594238,0.41265034675598145
1.7764678594830687e+18,4.954997539520264,0.33138614892959595,0.364208847284317,7.880331516265869,9.492645263671875,8.475140571594238,0.3633873760700226
1.7764678594840686e+18,5.939679145812988,0.42985430359840393,0.364208847284317,7.945976734161377,9.394176483154297,8.40949535369873,0.29770344495773315
1.7764678594850685e+18,4.954997539520264,0.3970315754413605,0.3970315754413605,7.650572299957275,9.62393569946289,8.507963180541992,0.3305453956127167
1.7764678594860685e+18,5.283224582672119,0.42985430359840393,0.3970315754413605,7.716217994689941,9.525467872619629,8.507963180541992,0.3141244351863861
1.7764678594870684e+18,6.267906188964844,0.4626770317554474,0.42985430359840393,7.289522647857666,9.755227088928223,8.5736083984375,0.3633873760700226
1.7764678594880684e+18,5.283224582672119,0.4626770317554474,0.49549975991249084,8.044445037841797,9.9849853515625,8.672077178955078,0.4290713369846344
1.7764678594890683e+18,5.611452102661133,0.5283224582672119,0.42985430359840393,8.011622428894043,9.525467872619629,8.639254570007324,0.44549232721328735
1.7764678594900682e+18,12.175995826721191,0.7252588272094727,0.5939679145812988,7.781863212585449,9.558290481567383,8.5736083984375,0.4619133174419403
1.7764678594910682e+18,4.2985429763793945,0.5611451864242554,0.5611451864242554,7.6177496910095215,9.262886047363281,8.475140571594238,0.3962293565273285
1.776467859492068e+18,3.97031569480896,0.42985430359840393,0.4626770317554474,7.781863212585449,9.886517524719238,8.672077178955078,0.47833430767059326
1.776467859493068e+18,3.97031569480896,0.364208847284317,0.4626770317554474,8.011622428894043,9.62393569946289,8.606431007385254,0.47833430767059326
