time_chanNI9205_2,PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
1.776467859478555e+18,2123.204345703125,252.1854705810547,30.509540557861328,29.29117774963379,2331.363525390625,219.51904296875,2311.892333984375,682.80224609375,5.058637619018555,2.127443552017212,1.7075071334838867,3.7332913875579834
1.7764678594795548e+18,2126.882568359375,248.9671173095703,30.049774169921875,33.88883590698242,2326.30615234375,216.30068969726562,2310.053466796875,684.1815185546875,5.962146759033203,1.5360559225082397,1.5103778839111328,3.881073236465454
1.7764678594805548e+18,2134.23876953125,237.47296142578125,33.727901458740234,31.13024139404297,2323.087646484375,235.15109252929688,2301.777587890625,698.89404296875,6.208558082580566,2.5545570850372314,1.5103778839111328,4.324419021606445
1.7764678594815547e+18,2133.779052734375,242.5303955078125,34.18766784667969,29.750944137573242,2325.38671875,221.81788635253906,2298.099365234375,692.9171142578125,5.469323635101318,3.5730581283569336,2.134620428085327,5.2111101150512695
1.7764678594825546e+18,2131.93994140625,243.90968322753906,41.543922424316406,33.88883590698242,2327.2255859375,228.25460815429688,2300.85791015625,691.0780029296875,5.140774726867676,4.065881252288818,2.627443552017212,4.225897789001465
1.7764678594835548e+18,2130.560546875,247.1280517578125,32.348602294921875,26.072816848754883,2324.467041015625,220.89834594726562,2310.053466796875,685.10107421875,5.222911834716797,3.540203332901001,3.0545570850372314,5.063328266143799
1.7764678594845548e+18,2121.8251953125,250.80618286132812,25.45211410522461,24.233753204345703,2326.765869140625,216.7604522705078,2308.21435546875,681.8826904296875,4.894362926483154,2.784541130065918,2.1017656326293945,5.605195045471191
1.7764678594855547e+18,2127.34228515625,248.04757690429688,30.509540557861328,23.31422233581543,2329.984375,225.49600219726562,2313.271728515625,688.3193969726562,5.962146759033203,2.324572801589966,1.6089425086975098,4.718503952026367
1.7764678594865546e+18,2124.583740234375,254.0245361328125,22.693519592285156,25.15328598022461,2328.145263671875,217.22021484375,2310.51318359375,683.7217407226562,5.797872066497803,2.587411880493164,2.6931533813476562,4.669243335723877
1.7764678594875546e+18,2120.905517578125,255.8636016845703,28.67047691345215,32.96930694580078,2332.283203125,219.97882080078125,2316.0302734375,682.80224609375,5.880009651184082,2.488847255706787,2.3974595069885254,5.014067649841309
1.7764678594885545e+18,2131.0205078125,252.64523315429688,25.911880493164062,28.83141326904297,2329.064697265625,214.00186157226562,2309.593505859375,691.5377807617188,5.6335978507995605,2.981670379638672,2.134620428085327,5.063328266143799
1.7764678594895544e+18,2129.64111328125,245.2889862060547,22.693519592285156,25.15328598022461,2327.2255859375,228.25460815429688,2304.076416015625,698.4342651367188,5.305048942565918,3.934461832046509,1.7075071334838867,5.161849498748779
1.7764678594905544e+18,2136.997314453125,236.0936737060547,35.10719680786133,20.555625915527344,2329.984375,222.27764892578125,2300.85791015625,695.6756591796875,6.2906951904296875,3.7701873779296875,2.1017656326293945,4.718503952026367
1.7764678594915543e+18,2130.100830078125,248.9671173095703,38.78532409667969,32.96930694580078,2329.984375,231.01319885253906,2309.593505859375,688.3193969726562,6.372832775115967,2.685976505279541,1.9046363830566406,5.950019836425781
1.7764678594925542e+18,2129.181396484375,247.1280517578125,29.590007781982422,32.96930694580078,2323.087646484375,220.43858337402344,2309.593505859375,684.1815185546875,6.044283866882324,2.7516863346099854,2.5945887565612793,4.915546417236328
1.7764678594935542e+18,2123.6640625,247.5878143310547,26.371646881103516,23.31422233581543,2328.60498046875,219.97882080078125,2306.375244140625,693.3768310546875,6.783518314361572,2.587411880493164,2.791718006134033,5.161849498748779
1.7764678594945544e+18,2130.100830078125,248.04757690429688,29.13024139404297,26.532583236694336,2325.38671875,214.4616241455078,2307.754638671875,688.3193969726562,6.208558082580566,3.1130897998809814,2.167475461959839,5.506673812866211
1.7764678594955543e+18,2126.882568359375,252.64523315429688,26.371646881103516,32.50954055786133,2326.765869140625,219.51904296875,2315.11083984375,680.0436401367188,8.590537071228027,2.2588632106781006,2.627443552017212,4.3736796379089355
1.7764678594965542e+18,2119.5263671875,252.1854705810547,29.590007781982422,21.015392303466797,2328.60498046875,219.0592803955078,2308.21435546875,685.10107421875,7.769164562225342,2.6202666759490967,2.331749677658081,5.014067649841309
1.7764678594975542e+18,2136.077880859375,239.31202697753906,34.18766784667969,33.429073333740234,2320.788818359375,225.49600219726562,2297.179931640625,693.8366088867188,4.730088710784912,4.361575126647949,2.1017656326293945,4.718503952026367
1.776467859498554e+18,2129.181396484375,241.61085510253906,30.049774169921875,28.83141326904297,2324.467041015625,220.89834594726562,2304.076416015625,687.39990234375,6.126420974731445,3.704477548599243,3.4159605503082275,6.097801685333252
1.776467859499554e+18,2134.23876953125,249.4268798828125,30.96930503845215,30.210710525512695,2328.60498046875,223.19717407226562,2306.8349609375,690.1585083007812,5.880009651184082,2.1931533813476562,2.0032010078430176,5.457413196563721
1.7764678595005542e+18,2130.560546875,242.07061767578125,24.072816848754883,25.15328598022461,2328.60498046875,225.03623962402344,2302.697021484375,693.3768310546875,7.029930114746094,3.2116544246673584,2.5617339611053467,5.605195045471191
1.7764678595015542e+18,2122.284912109375,251.7257080078125,29.590007781982422,18.716562271118164,2325.38671875,215.3811492919922,2309.593505859375,682.80224609375,7.687027454376221,2.0617339611053467,1.313248634338379,4.964807033538818
1.776467859502554e+18,2132.859375,248.50733947753906,30.509540557861328,29.29117774963379,2326.30615234375,219.97882080078125,2311.892333984375,682.3424682617188,6.044283866882324,2.6202666759490967,2.068910837173462,4.324419021606445
