time_chanNI9264_1,ER_N2_06_state,ER_GO2_03_state,Accel_state
1.775875298068323e+18,0.0,0.0,0.0
1.775875298075577e+18,0.0,0.0,0.0
1.7758752980825347e+18,0.0,0.0,0.0
1.7758752980895918e+18,0.0,0.0,0.0
1.7758752980968305e+18,0.0,0.0,0.0
1.7758752981037947e+18,0.0,0.0,0.0
1.7758752981107963e+18,0.0,0.0,0.0
1.7758752981179018e+18,0.0,0.0,0.0
1.775875298124962e+18,0.0,0.0,0.0
1.7758752981319578e+18,0.0,0.0,0.0
1.7758752981389358e+18,0.0,0.0,0.0
1.775875298146138e+18,0.0,0.0,0.0
1.7758752981531205e+18,0.0,0.0,0.0
1.7758752981607724e+18,0.0,0.0,0.0
1.7758752981678346e+18,0.0,0.0,0.0
1.7758752981749082e+18,0.0,0.0,0.0
1.7758752981818895e+18,0.0,0.0,0.0
1.7758752981890196e+18,0.0,0.0,0.0
1.7758752981961242e+18,0.0,0.0,0.0
1.7758752982033725e+18,0.0,0.0,0.0
1.775875298210359e+18,0.0,0.0,0.0
1.7758752982177426e+18,0.0,0.0,0.0
1.7758752982248402e+18,0.0,0.0,0.0
1.775875298232026e+18,0.0,0.0,0.0
1.7758752982396726e+18,0.0,0.0,0.0
1.7758752982465715e+18,0.0,0.0,0.0
1.775875298253458e+18,0.0,0.0,0.0
1.7758752982603807e+18,0.0,0.0,0.0
1.7758752982672701e+18,0.0,0.0,0.0
1.7758752982741814e+18,0.0,0.0,0.0
1.775875298281373e+18,0.0,0.0,0.0
1.7758752982882857e+18,0.0,0.0,0.0
1.7758752982953034e+18,0.0,0.0,0.0
1.775875298302494e+18,0.0,0.0,0.0
1.7758752983097464e+18,0.0,0.0,0.0
1.7758752983167086e+18,0.0,0.0,0.0
1.7758752983247355e+18,0.0,0.0,0.0
1.7758752983317064e+18,0.0,0.0,0.0
1.775875298341271e+18,0.0,0.0,0.0
1.7758752983483968e+18,0.0,0.0,0.0
1.7758752983553416e+18,0.0,0.0,0.0
1.7758752983651868e+18,0.0,0.0,0.0
1.7758752983723205e+18,0.0,0.0,0.0
1.7758752983792648e+18,0.0,0.0,0.0
1.775875298386204e+18,0.0,0.0,0.0
1.7758752983931628e+18,0.0,0.0,0.0
1.7758752984002662e+18,0.0,0.0,0.0
1.7758752984090598e+18,0.0,0.0,0.0
1.775875298416014e+18,0.0,0.0,0.0
1.775875298424584e+18,0.0,0.0,0.0
1.7758752984315354e+18,0.0,0.0,0.0
1.7758752984384794e+18,0.0,0.0,0.0
1.7758752984455926e+18,0.0,0.0,0.0
1.7758752984526264e+18,0.0,0.0,0.0
1.7758752984601856e+18,0.0,0.0,0.0
1.775875298467171e+18,0.0,0.0,0.0
1.7758752984748575e+18,0.0,0.0,0.0
1.775875298481915e+18,0.0,0.0,0.0
1.7758752984896067e+18,0.0,0.0,0.0
1.7758752984970975e+18,0.0,0.0,0.0
1.7758752985044618e+18,0.0,0.0,0.0
1.775875298511566e+18,0.0,0.0,0.0
1.7758752985189476e+18,0.0,0.0,0.0
1.775875298525951e+18,0.0,0.0,0.0
1.7758752985332262e+18,0.0,0.0,0.0
1.7758752985402565e+18,0.0,0.0,0.0
1.7758752985476475e+18,0.0,0.0,0.0
1.7758752985551575e+18,0.0,0.0,0.0
1.775875298563325e+18,0.0,0.0,0.0
1.775875298571523e+18,0.0,0.0,0.0
1.775875298579803e+18,0.0,0.0,0.0
1.7758752985870328e+18,0.0,0.0,0.0
1.7758752985941304e+18,0.0,0.0,0.0
1.7758752986010775e+18,0.0,0.0,0.0
1.7758752986083215e+18,0.0,0.0,0.0
1.775875298615495e+18,0.0,0.0,0.0
1.7758752986232315e+18,0.0,0.0,0.0
1.775875298630199e+18,0.0,0.0,0.0
1.7758752986371364e+18,0.0,0.0,0.0
1.7758752986440653e+18,0.0,0.0,0.0
1.7758752986509957e+18,0.0,0.0,0.0
1.7758752986579587e+18,0.0,0.0,0.0
1.7758752986648753e+18,0.0,0.0,0.0
1.7758752986717965e+18,0.0,0.0,0.0
1.7758752986787139e+18,0.0,0.0,0.0
1.7758752986857743e+18,0.0,0.0,0.0
1.7758752986930184e+18,0.0,0.0,0.0
1.7758752987000317e+18,0.0,0.0,0.0
1.775875298706934e+18,0.0,0.0,0.0
1.775875298713851e+18,0.0,0.0,0.0
1.775875298721184e+18,0.0,0.0,0.0
1.7758752987282862e+18,0.0,0.0,0.0
1.7758752987352415e+18,0.0,0.0,0.0
1.77587529874214e+18,0.0,0.0,0.0
1.7758752987490322e+18,0.0,0.0,0.0
1.7758752987563313e+18,0.0,0.0,0.0
1.7758752987649357e+18,0.0,0.0,0.0
1.7758752987726277e+18,0.0,0.0,0.0
1.7758752987796508e+18,0.0,0.0,0.0
1.7758752987865638e+18,0.0,0.0,0.0
1.7758752987934625e+18,0.0,0.0,0.0
1.775875298800437e+18,0.0,0.0,0.0
1.7758752988073408e+18,0.0,0.0,0.0
1.7758752988142582e+18,0.0,0.0,0.0
1.7758752988212913e+18,0.0,0.0,0.0
1.7758752988284393e+18,0.0,0.0,0.0
1.7758752988354476e+18,0.0,0.0,0.0
1.775875298842343e+18,0.0,0.0,0.0
1.7758752988502077e+18,0.0,0.0,0.0
1.7758752988570706e+18,0.0,0.0,0.0
1.7758752988639762e+18,0.0,0.0,0.0
1.775875298871087e+18,0.0,0.0,0.0
1.7758752988780193e+18,0.0,0.0,0.0
1.7758752988849418e+18,0.0,0.0,0.0
1.7758752988918735e+18,0.0,0.0,0.0
1.775875298898854e+18,0.0,0.0,0.0
