time_chanNI9205_2,PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
1.7764682602184563e+18,2099.75634765625,247.1280517578125,26.83141326904297,19.176328659057617,2330.444091796875,218.59951782226562,2307.294677734375,682.80224609375,6.947793006896973,1.7003302574157715,0.5904414057731628,4.078115940093994
1.7764682602194563e+18,2100.67578125,248.9671173095703,33.26813507080078,31.590007781982422,2329.5244140625,214.00186157226562,2306.375244140625,679.5838623046875,6.61924409866333,1.8646045923233032,1.9046363830566406,4.3736796379089355
1.7764682602204562e+18,2101.135498046875,249.4268798828125,26.83141326904297,25.15328598022461,2327.2255859375,207.10537719726562,2317.40966796875,681.8826904296875,5.797872066497803,1.8317497968673706,1.214684009552002,4.422940254211426
1.7764682602214561e+18,2098.836669921875,244.8292236328125,24.532583236694336,19.63609504699707,2321.70849609375,219.51904296875,2304.995849609375,685.5608520507812,6.454969882965088,2.4231374263763428,2.1017656326293945,5.063328266143799
1.776468260222456e+18,2087.80224609375,257.2428894042969,13.038435935974121,21.934925079345703,2316.191162109375,220.43858337402344,2305.91552734375,680.0436401367188,6.783518314361572,0.9775230288505554,1.2475389242172241,3.5855095386505127
1.776468260223456e+18,2093.779296875,258.1624450683594,22.233753204345703,33.429073333740234,2317.570556640625,222.73741149902344,2307.754638671875,679.1240844726562,6.701381206512451,1.2075071334838867,1.6746522188186646,4.127376556396484
1.776468260224456e+18,2091.020751953125,254.94407653808594,16.716562271118164,21.934925079345703,2319.869384765625,210.32373046875,2310.053466796875,677.2850341796875,6.044283866882324,0.05758652091026306,0.7218608856201172,3.1421637535095215
1.7764682602254559e+18,2097.917236328125,254.4842987060547,25.45211410522461,21.47515869140625,2320.3291015625,208.02490234375,2307.754638671875,691.0780029296875,6.126420974731445,1.7660399675369263,0.8532803654670715,3.5362489223480225
1.7764682602264558e+18,2097.917236328125,247.5878143310547,24.532583236694336,32.50954055786133,2324.467041015625,220.89834594726562,2309.593505859375,689.69873046875,7.112067222595215,1.3717814683914185,1.116119384765625,3.4869883060455322
1.7764682602274557e+18,2101.135498046875,244.8292236328125,26.83141326904297,22.854455947875977,2326.30615234375,214.4616241455078,2303.15673828125,682.80224609375,5.880009651184082,1.5360559225082397,1.4775229692459106,3.634770154953003
1.7764682602284557e+18,2096.997802734375,246.20851135253906,21.77398681640625,21.934925079345703,2328.60498046875,216.30068969726562,2315.570556640625,686.0205688476562,7.358479022979736,2.587411880493164,2.2003302574157715,4.817025184631348
