time_chanNI9213_1,TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
1.7764682602287444e+18,2311.135986328125,2311.135986328125,24.48369789123535,2311.135986328125,24.522003173828125,24.62653160095215,24.4320068359375,30.975662231445312,30.842166900634766,2311.135986328125,2311.135986328125,2311.135986328125,2311.135986328125,2311.135986328125
1.7764682602412419e+18,2310.891357421875,2310.891357421875,24.32809829711914,2310.891357421875,24.430566787719727,24.423873901367188,24.3338680267334,30.847158432006836,30.73406410217285,2310.891357421875,2310.891357421875,2310.891357421875,2310.891357421875,2310.891357421875
1.776468260253739e+18,2310.890869140625,2310.890869140625,24.379148483276367,2310.890869140625,24.414918899536133,24.42691993713379,24.28660011291504,30.85546112060547,30.78297233581543,2310.890869140625,2310.890869140625,2310.890869140625,2310.890869140625,2310.890869140625
1.7764682602662364e+18,2310.96923828125,2310.96923828125,24.35113525390625,2310.96923828125,24.489139556884766,24.512678146362305,24.368444442749023,30.827848434448242,30.819820404052734,2310.96923828125,2310.96923828125,2310.96923828125,2310.96923828125,2310.96923828125
1.7764682602787338e+18,2310.98828125,2310.98828125,24.408451080322266,2310.98828125,24.469837188720703,24.494760513305664,24.48506736755371,30.908672332763672,30.8382511138916,2310.98828125,2310.98828125,2310.98828125,2310.98828125,2310.98828125
1.7764682602912333e+18,2310.7734375,2310.7734375,24.289697647094727,2310.7734375,24.438785552978516,24.415246963500977,24.26453971862793,30.847759246826172,30.64633560180664,2310.7734375,2310.7734375,2310.7734375,2310.7734375,2310.7734375
1.776468260303733e+18,2311.07373046875,2311.07373046875,24.496482849121094,2311.07373046875,24.455867767333984,24.60101318359375,24.463714599609375,30.95144271850586,30.813814163208008,2311.07373046875,2311.07373046875,2311.07373046875,2311.07373046875,2311.07373046875
1.7764682603162324e+18,2310.98876953125,2310.98876953125,24.398361206054688,2310.98876953125,24.43874740600586,24.501285552978516,24.464824676513672,30.83143424987793,30.8640079498291,2310.98876953125,2310.98876953125,2310.98876953125,2310.98876953125,2310.98876953125
1.7764682603287322e+18,2310.783203125,2310.783203125,24.290090560913086,2310.783203125,24.330711364746094,24.56332778930664,24.390254974365234,30.72610855102539,30.643285751342773,2310.783203125,2310.783203125,2310.783203125,2310.783203125,2310.783203125
1.7764682603412296e+18,2310.917236328125,2310.917236328125,24.308679580688477,2310.917236328125,24.507381439208984,24.501150131225586,24.42845916748047,30.884746551513672,30.76569175720215,2310.917236328125,2310.917236328125,2310.917236328125,2310.917236328125,2310.917236328125
1.776468260353727e+18,2310.91748046875,2310.91748046875,24.383272171020508,2310.91748046875,24.38534927368164,24.389963150024414,24.473966598510742,30.81253433227539,30.76642417907715,2310.91748046875,2310.91748046875,2310.91748046875,2310.91748046875,2310.91748046875
1.7764682603662244e+18,2311.15087890625,2311.15087890625,24.655277252197266,2311.15087890625,24.63958740234375,24.56805992126465,24.486833572387695,30.977174758911133,30.895519256591797,2311.15087890625,2311.15087890625,2311.15087890625,2311.15087890625,2311.15087890625
1.7764682603787218e+18,2311.100341796875,2311.100341796875,24.50017547607422,2311.100341796875,24.439945220947266,24.577245712280273,24.45725440979004,31.01681137084961,30.778717041015625,2311.100341796875,2311.100341796875,2311.100341796875,2311.100341796875,2311.100341796875
1.7764682603912223e+18,2310.89501953125,2310.89501953125,24.419755935668945,2310.89501953125,24.36182975769043,24.42367935180664,24.374984741210938,30.81163787841797,30.749698638916016,2310.89501953125,2310.89501953125,2310.89501953125,2310.89501953125,2310.89501953125
1.7764682604037225e+18,2310.987548828125,2310.987548828125,24.518821716308594,2310.987548828125,24.404592514038086,24.444053649902344,24.48028564453125,30.801382064819336,30.793123245239258,2310.987548828125,2310.987548828125,2310.987548828125,2310.987548828125,2310.987548828125
