time_chanNI9213_1,TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
1.7758756917399232e+18,2297.86865234375,22.039081573486328,2297.86865234375,2297.86865234375,2297.86865234375,2297.86865234375,2297.86865234375,24.625856399536133,2297.86865234375,2297.86865234375,2297.86865234375,2297.86865234375,2297.86865234375,2297.86865234375
1.775875691752423e+18,2297.82177734375,22.015233993530273,2297.82177734375,2297.82177734375,2297.82177734375,2297.82177734375,2297.82177734375,24.534456253051758,2297.82177734375,2297.82177734375,2297.82177734375,2297.82177734375,2297.82177734375,2297.82177734375
1.775875691764923e+18,2297.793701171875,22.121015548706055,2297.793701171875,2297.793701171875,2297.793701171875,2297.793701171875,2297.793701171875,24.371625900268555,2297.793701171875,2297.793701171875,2297.793701171875,2297.793701171875,2297.793701171875,2297.793701171875
1.7758756917774228e+18,2297.72412109375,22.04205894470215,2297.72412109375,2297.72412109375,2297.72412109375,2297.72412109375,2297.72412109375,24.42991828918457,2297.72412109375,2297.72412109375,2297.72412109375,2297.72412109375,2297.72412109375,2297.72412109375
1.7758756917899228e+18,2297.642578125,22.054908752441406,2297.642578125,2297.642578125,2297.642578125,2297.642578125,2297.642578125,24.34673500061035,2297.642578125,2297.642578125,2297.642578125,2297.642578125,2297.642578125,2297.642578125
1.7758756918024228e+18,2297.844970703125,22.10344123840332,2297.844970703125,2297.844970703125,2297.844970703125,2297.844970703125,2297.844970703125,24.522550582885742,2297.844970703125,2297.844970703125,2297.844970703125,2297.844970703125,2297.844970703125,2297.844970703125
1.7758756918149225e+18,2297.765869140625,21.931299209594727,2297.765869140625,2297.765869140625,2297.765869140625,2297.765869140625,2297.765869140625,24.437095642089844,2297.765869140625,2297.765869140625,2297.765869140625,2297.765869140625,2297.765869140625,2297.765869140625
1.7758756918274222e+18,2297.84375,22.13453483581543,2297.84375,2297.84375,2297.84375,2297.84375,2297.84375,24.404043197631836,2297.84375,2297.84375,2297.84375,2297.84375,2297.84375,2297.84375
1.775875691839922e+18,2297.6953125,21.924314498901367,2297.6953125,2297.6953125,2297.6953125,2297.6953125,2297.6953125,24.405431747436523,2297.6953125,2297.6953125,2297.6953125,2297.6953125,2297.6953125,2297.6953125
1.7758756918524216e+18,2297.888916015625,22.088180541992188,2297.888916015625,2297.888916015625,2297.888916015625,2297.888916015625,2297.888916015625,24.583471298217773,2297.888916015625,2297.888916015625,2297.888916015625,2297.888916015625,2297.888916015625,2297.888916015625
1.7758756918649213e+18,2297.82568359375,22.121723175048828,2297.82568359375,2297.82568359375,2297.82568359375,2297.82568359375,2297.82568359375,24.561100006103516,2297.82568359375,2297.82568359375,2297.82568359375,2297.82568359375,2297.82568359375,2297.82568359375
1.775875691877422e+18,2297.796142578125,21.968730926513672,2297.796142578125,2297.796142578125,2297.796142578125,2297.796142578125,2297.796142578125,24.41351890563965,2297.796142578125,2297.796142578125,2297.796142578125,2297.796142578125,2297.796142578125,2297.796142578125
1.7758756918899228e+18,2297.72119140625,21.94353485107422,2297.72119140625,2297.72119140625,2297.72119140625,2297.72119140625,2297.72119140625,24.424148559570312,2297.72119140625,2297.72119140625,2297.72119140625,2297.72119140625,2297.72119140625,2297.72119140625
1.7758756919024236e+18,2297.767333984375,22.02692413330078,2297.767333984375,2297.767333984375,2297.767333984375,2297.767333984375,2297.767333984375,24.481277465820312,2297.767333984375,2297.767333984375,2297.767333984375,2297.767333984375,2297.767333984375,2297.767333984375
1.7758756919149243e+18,2297.62060546875,21.976028442382812,2297.62060546875,2297.62060546875,2297.62060546875,2297.62060546875,2297.62060546875,24.358951568603516,2297.62060546875,2297.62060546875,2297.62060546875,2297.62060546875,2297.62060546875,2297.62060546875
1.7758756919274237e+18,2297.74560546875,22.002052307128906,2297.74560546875,2297.74560546875,2297.74560546875,2297.74560546875,2297.74560546875,24.456228256225586,2297.74560546875,2297.74560546875,2297.74560546875,2297.74560546875,2297.74560546875,2297.74560546875
1.7758756919399232e+18,2297.681640625,21.95291519165039,2297.681640625,2297.681640625,2297.681640625,2297.681640625,2297.681640625,24.440200805664062,2297.681640625,2297.681640625,2297.681640625,2297.681640625,2297.681640625,2297.681640625
1.775875691952423e+18,2297.7294921875,22.061555862426758,2297.7294921875,2297.7294921875,2297.7294921875,2297.7294921875,2297.7294921875,24.47452735900879,2297.7294921875,2297.7294921875,2297.7294921875,2297.7294921875,2297.7294921875,2297.7294921875
1.7758756919649224e+18,2297.735595703125,22.033218383789062,2297.735595703125,2297.735595703125,2297.735595703125,2297.735595703125,2297.735595703125,24.472097396850586,2297.735595703125,2297.735595703125,2297.735595703125,2297.735595703125,2297.735595703125,2297.735595703125
1.7758756919774228e+18,2297.731689453125,21.97449493408203,2297.731689453125,2297.731689453125,2297.731689453125,2297.731689453125,2297.731689453125,24.521732330322266,2297.731689453125,2297.731689453125,2297.731689453125,2297.731689453125,2297.731689453125,2297.731689453125
1.7758756919899236e+18,2297.71630859375,22.01750946044922,2297.71630859375,2297.71630859375,2297.71630859375,2297.71630859375,2297.71630859375,24.344724655151367,2297.71630859375,2297.71630859375,2297.71630859375,2297.71630859375,2297.71630859375,2297.71630859375
1.775875692002424e+18,2297.669189453125,21.833179473876953,2297.669189453125,2297.669189453125,2297.669189453125,2297.669189453125,2297.669189453125,24.33711814880371,2297.669189453125,2297.669189453125,2297.669189453125,2297.669189453125,2297.669189453125,2297.669189453125
1.7758756920149245e+18,2297.727783203125,22.01443099975586,2297.727783203125,2297.727783203125,2297.727783203125,2297.727783203125,2297.727783203125,24.42750358581543,2297.727783203125,2297.727783203125,2297.727783203125,2297.727783203125,2297.727783203125,2297.727783203125
1.7758756920274232e+18,2297.864990234375,22.106630325317383,2297.864990234375,2297.864990234375,2297.864990234375,2297.864990234375,2297.864990234375,24.54834747314453,2297.864990234375,2297.864990234375,2297.864990234375,2297.864990234375,2297.864990234375,2297.864990234375
