PT_FU_02,PT_N2_05,PT_GO2_04_1,PT_N2_19,PT_FU_01_1,PT_LO2_05,PT_N2_06,PT_GO2_03_1
7.840843200683594,-1249.2918701171875,-374.9401550292969,-75.00148010253906,-499.9269104003906,-374.91162109375,-375.0622253417969,-375.3165283203125
4.240713119506836,-1250.215087890625,-375.37103271484375,-75.00148010253906,-500.0089416503906,-374.9423828125,-374.9083251953125,-375.13201904296875
-12.959909439086914,-1248.7789306640625,-374.69390869140625,-74.99533081054688,-500.3370361328125,-375.4346923828125,-375.21612548828125,-375.009033203125
1.7175447940826416,-1250.0098876953125,-374.9401550292969,-74.99533081054688,-500.3370361328125,-375.2500915527344,-374.7236328125,-374.7015075683594
4.240713119506836,-1249.7021484375,-375.001708984375,-75.03839111328125,-500.2960205078125,-375.12701416015625,-374.5697021484375,-374.79376220703125
8.179317474365234,-1250.317626953125,-375.0632629394531,-75.00148010253906,-499.8448791503906,-374.97314453125,-375.3084716796875,-375.2857971191406
1.9637075662612915,-1249.8046875,-375.001708984375,-75.00763702392578,-500.1730041503906,-375.18853759765625,-375.1853332519531,-375.0397644042969
-13.206071853637695,-1250.0098876953125,-375.001708984375,-75.01378631591797,-500.0089416503906,-375.0346984863281,-375.0929870605469,-374.978271484375
6.548488616943359,-1250.0098876953125,-375.0632629394531,-74.98918151855469,-499.8858947753906,-374.97314453125,-375.3392639160156,-375.2550354003906
8.087005615234375,-1250.1124267578125,-375.032470703125,-74.98918151855469,-499.8858947753906,-375.0654602050781,-375.4316101074219,-375.3165283203125
23.133703231811523,-1250.1124267578125,-375.0632629394531,-74.98918151855469,-499.9269104003906,-375.12701416015625,-375.00067138671875,-374.9167785644531
24.610679626464844,-1250.420166015625,-375.032470703125,-74.98918151855469,-499.9269104003906,-374.97314453125,-375.123779296875,-375.0397644042969
