TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
2297.416748046875,21.957290649414062,2297.416748046875,2297.416748046875,2297.416748046875,2297.416748046875,2297.416748046875,24.69538688659668,2297.416748046875,2297.416748046875,2297.416748046875,2297.416748046875,2297.416748046875,2297.416748046875
2297.341796875,21.892208099365234,2297.341796875,2297.341796875,2297.341796875,2297.341796875,2297.341796875,24.59469985961914,2297.341796875,2297.341796875,2297.341796875,2297.341796875,2297.341796875,2297.341796875
2297.239013671875,21.79743003845215,2297.239013671875,2297.239013671875,2297.239013671875,2297.239013671875,2297.239013671875,24.693511962890625,2297.239013671875,2297.239013671875,2297.239013671875,2297.239013671875,2297.239013671875,2297.239013671875
2297.241943359375,21.82546043395996,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,24.622257232666016,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375,2297.241943359375
2297.24462890625,21.89400291442871,2297.24462890625,2297.24462890625,2297.24462890625,2297.24462890625,2297.24462890625,24.671247482299805,2297.24462890625,2297.24462890625,2297.24462890625,2297.24462890625,2297.24462890625,2297.24462890625
2297.281494140625,21.943248748779297,2297.281494140625,2297.281494140625,2297.281494140625,2297.281494140625,2297.281494140625,24.643077850341797,2297.281494140625,2297.281494140625,2297.281494140625,2297.281494140625,2297.281494140625,2297.281494140625
2297.375732421875,21.96687889099121,2297.375732421875,2297.375732421875,2297.375732421875,2297.375732421875,2297.375732421875,24.683725357055664,2297.375732421875,2297.375732421875,2297.375732421875,2297.375732421875,2297.375732421875,2297.375732421875
2297.301025390625,21.961454391479492,2297.301025390625,2297.301025390625,2297.301025390625,2297.301025390625,2297.301025390625,24.677852630615234,2297.301025390625,2297.301025390625,2297.301025390625,2297.301025390625,2297.301025390625,2297.301025390625
2297.37060546875,22.005355834960938,2297.37060546875,2297.37060546875,2297.37060546875,2297.37060546875,2297.37060546875,24.73295021057129,2297.37060546875,2297.37060546875,2297.37060546875,2297.37060546875,2297.37060546875,2297.37060546875
2297.3955078125,22.073240280151367,2297.3955078125,2297.3955078125,2297.3955078125,2297.3955078125,2297.3955078125,24.751991271972656,2297.3955078125,2297.3955078125,2297.3955078125,2297.3955078125,2297.3955078125,2297.3955078125
2297.292236328125,21.832054138183594,2297.292236328125,2297.292236328125,2297.292236328125,2297.292236328125,2297.292236328125,24.660905838012695,2297.292236328125,2297.292236328125,2297.292236328125,2297.292236328125,2297.292236328125,2297.292236328125
2297.197509765625,21.894466400146484,2297.197509765625,2297.197509765625,2297.197509765625,2297.197509765625,2297.197509765625,24.604106903076172,2297.197509765625,2297.197509765625,2297.197509765625,2297.197509765625,2297.197509765625,2297.197509765625
2297.263916015625,21.852373123168945,2297.263916015625,2297.263916015625,2297.263916015625,2297.263916015625,2297.263916015625,24.62579917907715,2297.263916015625,2297.263916015625,2297.263916015625,2297.263916015625,2297.263916015625,2297.263916015625
2297.197021484375,21.869701385498047,2297.197021484375,2297.197021484375,2297.197021484375,2297.197021484375,2297.197021484375,24.52379035949707,2297.197021484375,2297.197021484375,2297.197021484375,2297.197021484375,2297.197021484375,2297.197021484375
2297.27783203125,21.869733810424805,2297.27783203125,2297.27783203125,2297.27783203125,2297.27783203125,2297.27783203125,24.697797775268555,2297.27783203125,2297.27783203125,2297.27783203125,2297.27783203125,2297.27783203125,2297.27783203125
2297.272705078125,21.94986343383789,2297.272705078125,2297.272705078125,2297.272705078125,2297.272705078125,2297.272705078125,24.600069046020508,2297.272705078125,2297.272705078125,2297.272705078125,2297.272705078125,2297.272705078125,2297.272705078125
