PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
-75.47756958007812,-88.126708984375,-88.126708984375,-73.86767578125,-93.41634368896484,-71.33785247802734,-73.86767578125,-89.5066146850586,108.25556945800781,43.30222702026367,43.30222702026367,-285.70367431640625
-79.6172866821289,-78.69734954833984,-80.7672119140625,-82.1471176147461,-76.62748718261719,-76.16751861572266,-62.598445892333984,-73.40770721435547,108.25556945800781,43.30222702026367,43.30222702026367,-285.7806701660156
-60.06861877441406,-95.02623748779297,-66.96814727783203,-79.15731811523438,-71.10786437988281,-57.07882308959961,-66.2781982421875,-69.49797821044922,108.25556945800781,43.30222702026367,43.30222702026367,-284.5948181152344
-83.52702331542969,-65.58824157714844,-88.81665802001953,-70.41791534423828,-64.43832397460938,-73.40770721435547,-46.959510803222656,-77.77741241455078,108.25556945800781,43.30222702026367,43.30222702026367,-286.08868408203125
-80.7672119140625,-73.86767578125,-71.79782104492188,-57.308807373046875,-63.28839874267578,-66.96814727783203,-65.1282730102539,-60.29860305786133,108.25556945800781,43.30222702026367,43.30222702026367,-285.5034484863281
-63.28839874267578,-65.35826110839844,-65.35826110839844,-69.26799011230469,-60.528587341308594,-64.20833587646484,-52.93910598754883,-57.99876022338867,108.25556945800781,43.30222702026367,43.30222702026367,-284.8258361816406
-67.19813537597656,-75.93753814697266,-55.46893310546875,-80.53722381591797,-45.11963653564453,-57.99876022338867,-55.46893310546875,-52.4791374206543,108.25556945800781,43.30222702026367,43.30222702026367,-284.8104248046875
-74.55763244628906,-58.68871307373047,-80.07725524902344,-57.768775939941406,-57.768775939941406,-66.73816680908203,-40.51995086669922,-81.91712951660156,108.25556945800781,43.30222702026367,43.30222702026367,-283.2241516113281
-66.2781982421875,-71.56783294677734,-57.07882308959961,-69.95794677734375,-61.21854019165039,-64.66830444335938,-50.409278869628906,-67.6581039428711,108.25556945800781,43.30222702026367,43.30222702026367,-284.10198974609375
-69.72795867919922,-66.73816680908203,-75.47756958007812,-63.28839874267578,-67.6581039428711,-72.02780151367188,-44.65966796875,-81.45716094970703,108.25556945800781,43.30222702026367,43.30222702026367,-283.6553649902344
