PT_GG_02
-745.375732421875
-745.8138427734375
-745.2881469726562
-745.6386108398438
-747.04052734375
-744.8500366210938
-743.9738159179688
-744.2366943359375
-742.7471313476562
-741.34521484375
-745.1129150390625
-744.8500366210938
-742.6595458984375
-743.1852416992188
-742.221435546875
-744.0614624023438
-745.2005004882812
-744.587158203125
-745.6386108398438
-745.7261962890625
-745.0252685546875
-742.92236328125
-743.6233520507812
-744.587158203125
-742.1337890625
-743.2728881835938
-743.4481201171875
-745.2005004882812
-746.251953125
-745.7261962890625
-745.46337890625
-745.9014892578125
-744.7623901367188
-747.04052734375
-745.6386108398438
-745.2881469726562
-744.0614624023438
-743.9738159179688
-740.0309448242188
-743.010009765625
-742.6595458984375
-743.5357055664062
-744.8500366210938
-742.221435546875
-745.5509643554688
-744.4995727539062
-746.7776489257812
-743.09765625
-744.6748046875
-744.9376220703125
-743.798583984375
-744.4995727539062
-744.587158203125
-742.7471313476562
-743.4481201171875
-744.0614624023438
-743.798583984375
-743.3604736328125
-744.3242797851562
-743.4481201171875
-745.5509643554688
-746.164306640625
-743.4481201171875
-744.6748046875
-747.2157592773438
-747.3034057617188
-743.7109375
-743.010009765625
-743.3604736328125
-744.1490478515625
-745.0252685546875
-744.4119262695312
-742.3966674804688
-747.8291015625
-744.2366943359375
-746.7776489257812
-747.741455078125
-746.251953125
-748.2672119140625
-743.88623046875
-746.6024169921875
-742.6595458984375
-743.9738159179688
-744.6748046875
-742.8347778320312
-742.3966674804688
-745.46337890625
-745.7261962890625
-745.1129150390625
-745.46337890625
-745.7261962890625
-748.4424438476562
-746.6900634765625
-745.5509643554688
-745.1129150390625
-744.587158203125
-743.88623046875
-742.3090209960938
-743.6233520507812
-744.1490478515625
-743.010009765625
-744.4995727539062
-744.3242797851562
-745.6386108398438
-746.164306640625
-745.9014892578125
-747.3034057617188
-745.46337890625
-747.3909912109375
-745.2881469726562
-745.5509643554688
-743.5357055664062
-742.92236328125
-743.010009765625
-744.8500366210938
-744.1490478515625
-745.1129150390625
-746.7776489257812
-744.2366943359375
-744.9376220703125
-745.8138427734375
-745.46337890625
-745.2005004882812
-745.7261962890625
-746.6024169921875
-744.0614624023438
-744.0614624023438
-743.4481201171875
-746.0767211914062
-744.587158203125
-745.9014892578125
-745.7261962890625
-744.0614624023438
-745.375732421875
-746.0767211914062
-746.3395385742188
-746.6900634765625
-745.9014892578125
-745.7261962890625
-745.6386108398438
-745.2881469726562
-744.1490478515625
-745.1129150390625
-744.587158203125
-742.6595458984375
-744.3242797851562
-744.3242797851562
-745.7261962890625
-745.8138427734375
-745.7261962890625
-746.5148315429688
-746.6024169921875
-745.5509643554688
-744.7623901367188
-746.6024169921875
-745.46337890625
-744.4995727539062
-746.952880859375
-745.9014892578125
-746.7776489257812
-744.0614624023438
-747.741455078125
-744.1490478515625
-747.1281127929688
-746.251953125
-746.6900634765625
-746.3395385742188
-746.6024169921875
-747.04052734375
-749.0557861328125
-746.6900634765625
-745.5509643554688
-744.8500366210938
-744.4119262695312
-746.6024169921875
-744.9376220703125
-744.9376220703125
-747.4786376953125
-745.7261962890625
-747.2157592773438
-747.04052734375
-746.3395385742188
-748.705322265625
-748.3547973632812
-745.375732421875
-747.04052734375
-746.3395385742188
-743.9738159179688
-743.010009765625
-746.164306640625
-744.587158203125
-743.88623046875
-746.6900634765625
-747.4786376953125
-747.2157592773438
-748.61767578125
-748.3547973632812
-745.9890747070312
-746.8652954101562
-747.2157592773438
-744.4995727539062
-747.741455078125
-746.0767211914062
-748.4424438476562
-746.251953125
-746.251953125
-744.3242797851562
-745.8138427734375
-747.4786376953125
-748.0919799804688
-749.2310180664062
-748.2672119140625
-747.741455078125
-744.1490478515625
-747.1281127929688
-745.9014892578125
-745.2005004882812
-745.46337890625
-745.2005004882812
-746.4271850585938
-745.375732421875
-744.4995727539062
-748.705322265625
-747.3034057617188
-746.3395385742188
-745.9890747070312
-746.7776489257812
-750.19482421875
-747.5662231445312
-747.4786376953125
-744.6748046875
-747.2157592773438
-743.1852416992188
-745.1129150390625
-746.3395385742188
-744.587158203125
-745.375732421875
-747.04052734375
-746.0767211914062
-748.0043334960938
-748.3547973632812
-749.5814819335938
-749.0557861328125
-748.4424438476562
-748.1795654296875
-745.1129150390625
-745.1129150390625
-744.0614624023438
-745.6386108398438
-744.4119262695312
-746.7776489257812
-747.3034057617188
-746.6024169921875
